Tag,Class,Text,Link
h4,accordion-header,"Two days conference on ""Celebrating Seven Years of AstroSat""",
button,accordion-button,"Two days conference on ""Celebrating Seven Years of AstroSat""",
span,open-blink,,
div,accordion-collapse collapse,"Two days conference on
                      ""Celebrating Seven Years of AstroSat""",
div,accordion-body,"Two days conference on
                      ""Celebrating Seven Years of AstroSat""",
div,accordion-item,"X-rays from the Moon reveal a new lunar map in sodiumX-rays from the Moon reveal a new lunar map in
                      sodium",
h4,accordion-header,X-rays from the Moon reveal a new lunar map in sodium,
button,accordion-button,X-rays from the Moon reveal a new lunar map in sodium,
span,open-blink,,
div,accordion-collapse collapse,"X-rays from the Moon reveal a new lunar map in
                      sodium",
div,accordion-body,"X-rays from the Moon reveal a new lunar map in
                      sodium",
div,accordion-item,"Update on the Mars Orbiter Mission (MOM) and the National Meet organised on 27 September,2022Update on the Mars Orbiter Mission
                      (MOM) and the National Meet organised on 27 September,2022",
h4,accordion-header,"Update on the Mars Orbiter Mission (MOM) and the National Meet organised on 27 September,2022",
button,accordion-button,"Update on the Mars Orbiter Mission (MOM) and the National Meet organised on 27 September,2022",
span,open-blink,,
div,accordion-collapse collapse,"Update on the Mars Orbiter Mission
                      (MOM) and the National Meet organised on 27 September,2022",
div,accordion-body,"Update on the Mars Orbiter Mission
                      (MOM) and the National Meet organised on 27 September,2022",
div,accordion-item,"ISRO Scientist elected as the Vice President of International Astronautical Federation (IAF)ISRO Scientist elected
                      as the Vice President of International Astronautical Federation (IAF)",
h4,accordion-header,ISRO Scientist elected as the Vice President of International Astronautical Federation (IAF),
button,accordion-button,ISRO Scientist elected as the Vice President of International Astronautical Federation (IAF),
span,open-blink,,
div,accordion-collapse collapse,"ISRO Scientist elected
                      as the Vice President of International Astronautical Federation (IAF)",
div,accordion-body,"ISRO Scientist elected
                      as the Vice President of International Astronautical Federation (IAF)",
div,accordion-item,"Inauguration of Integrated Cryogenic engine Manufacturing Facility (ICMF)Inauguration of Integrated Cryogenic engine
                      Manufacturing Facility (ICMF)",
h4,accordion-header,Inauguration of Integrated Cryogenic engine Manufacturing Facility (ICMF),
button,accordion-button,Inauguration of Integrated Cryogenic engine Manufacturing Facility (ICMF),
span,open-blink,,
div,accordion-collapse collapse,"Inauguration of Integrated Cryogenic engine
                      Manufacturing Facility (ICMF)",
div,accordion-body,"Inauguration of Integrated Cryogenic engine
                      Manufacturing Facility (ICMF)",
div,accordion-item,"ISRO develops microprocessor-controlled smart limbsISRO develops
                      microprocessor-controlled smart limbs",
h4,accordion-header,ISRO develops microprocessor-controlled smart limbs,
button,accordion-button,ISRO develops microprocessor-controlled smart limbs,
span,open-blink,,
div,accordion-collapse collapse,"ISRO develops
                      microprocessor-controlled smart limbs",
div,accordion-body,"ISRO develops
                      microprocessor-controlled smart limbs",
div,col-md-6 themed-grid-col,HighlightsPreviousNext,
div,section-title mb-2,Highlights,
div,carousel slide,PreviousNext,
div,carousel-indicators,,
button,active,,
div,carousel-inner,,
div,carousel-item active,,
img,img-fluid w-100 h-auto mx-auto,,
div,carousel-item,,
img,img-fluid w-100 h-auto mx-auto,,
div,carousel-item,,
img,img-fluid w-100 h-auto mx-auto,,
button,carousel-control-prev,Previous,
span,carousel-control-prev-icon,,
span,visually-hidden,Previous,
button,carousel-control-next,Next,
span,carousel-control-next-icon,,
span,visually-hidden,Next,
section,why-us,ISRO PortalsI-GraspISRO's Grant In Aid Space Research ProgrammesISRO STEMISRO Science Technology Engineering & Mathematics ProgrammeSPARKISRO Virtual Space MuseumMOSDACMeteorological & Oceanographic Satellite Data Archival CentreISSDCIndian Space Science Data CenterBhoonidhiEarth Observation Data HubBhuvanIndian Geo-Platform of ISROVEDASVisualisation of Earth Observation Data and Archival SystemNDEMNational Database for Emergency Management,
div,container aos-init aos-animate,ISRO PortalsI-GraspISRO's Grant In Aid Space Research ProgrammesISRO STEMISRO Science Technology Engineering & Mathematics ProgrammeSPARKISRO Virtual Space MuseumMOSDACMeteorological & Oceanographic Satellite Data Archival CentreISSDCIndian Space Science Data CenterBhoonidhiEarth Observation Data HubBhuvanIndian Geo-Platform of ISROVEDASVisualisation of Earth Observation Data and Archival SystemNDEMNational Database for Emergency Management,
div,col-lg-12 col-md-12 col-sm-12 col-xl-12,ISRO PortalsI-GraspISRO's Grant In Aid Space Research ProgrammesISRO STEMISRO Science Technology Engineering & Mathematics ProgrammeSPARKISRO Virtual Space MuseumMOSDACMeteorological & Oceanographic Satellite Data Archival CentreISSDCIndian Space Science Data CenterBhoonidhiEarth Observation Data HubBhuvanIndian Geo-Platform of ISROVEDASVisualisation of Earth Observation Data and Archival SystemNDEMNational Database for Emergency Management,
div,row,ISRO PortalsI-GraspISRO's Grant In Aid Space Research ProgrammesISRO STEMISRO Science Technology Engineering & Mathematics ProgrammeSPARKISRO Virtual Space MuseumMOSDACMeteorological & Oceanographic Satellite Data Archival CentreISSDCIndian Space Science Data CenterBhoonidhiEarth Observation Data HubBhuvanIndian Geo-Platform of ISROVEDASVisualisation of Earth Observation Data and Archival SystemNDEMNational Database for Emergency Management,
div,section-title mb-2,ISRO Portals,
div,gallerycolumn1,I-GraspISRO's Grant In Aid Space Research Programmes,
div,hormenu-box hormenutooltip,I-GraspISRO's Grant In Aid Space Research Programmes,
img,testimonial-img,,
span,tooltiptext,ISRO's Grant In Aid Space Research Programmes,
div,gallerycolumn1,ISRO STEMISRO Science Technology Engineering & Mathematics Programme,
div,hormenu-box hormenutooltip,ISRO STEMISRO Science Technology Engineering & Mathematics Programme,
img,testimonial-img,,
span,tooltiptext,ISRO Science Technology Engineering & Mathematics Programme,
div,gallerycolumn1,SPARKISRO Virtual Space Museum,
div,hormenu-box hormenutooltip,SPARKISRO Virtual Space Museum,
img,testimonial-img,,
span,tooltiptext,ISRO Virtual Space Museum,
div,gallerycolumn1,MOSDACMeteorological & Oceanographic Satellite Data Archival Centre,
div,hormenu-box hormenutooltip,MOSDACMeteorological & Oceanographic Satellite Data Archival Centre,
img,testimonial-img,,
span,tooltiptext,Meteorological & Oceanographic Satellite Data Archival Centre,
div,gallerycolumn1,ISSDCIndian Space Science Data Center,
div,hormenu-box hormenutooltip,ISSDCIndian Space Science Data Center,
img,testimonial-img,,
span,tooltiptext,Indian Space Science Data Center,
div,gallerycolumn1,BhoonidhiEarth Observation Data Hub,
div,hormenu-box hormenutooltip,BhoonidhiEarth Observation Data Hub,
img,testimonial-img,,
span,tooltiptext,Earth Observation Data Hub,
div,gallerycolumn1,BhuvanIndian Geo-Platform of ISRO,
div,hormenu-box hormenutooltip,BhuvanIndian Geo-Platform of ISRO,
img,testimonial-img,,
span,tooltiptext,Indian Geo-Platform of ISRO,
div,gallerycolumn1,VEDASVisualisation of Earth Observation Data and Archival System,
div,hormenu-box hormenutooltip,VEDASVisualisation of Earth Observation Data and Archival System,
img,testimonial-img,,
span,tooltiptext,Visualisation of Earth Observation Data and Archival System,
div,gallerycolumn1,NDEMNational Database for Emergency Management,
div,hormenu-box hormenutooltip,NDEMNational Database for Emergency Management,
img,testimonial-img,,
span,tooltiptext,National Database for Emergency Management,
section,chefs pt-2,"Recent UpdatesPSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023Read MoreLVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023Read MoreG20India G20 PresidencyRead MoreAzadi Ka Amrit MahotsavRead More",
div,container-fluid aos-init aos-animate,"Recent UpdatesPSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023Read MoreLVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023Read MoreG20India G20 PresidencyRead MoreAzadi Ka Amrit MahotsavRead More",
div,section-title mb-2,Recent Updates,
div,mission-box w-100 px-1,"PSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023Read MoreLVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023Read MoreG20India G20 PresidencyRead MoreAzadi Ka Amrit MahotsavRead More",
div,row,"PSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023Read MoreLVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023Read MoreG20India G20 PresidencyRead MoreAzadi Ka Amrit MahotsavRead More",
div,col-lg-3 col-md-6,"PSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023Read More",
div,member aos-init aos-animate,"PSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023Read More",
img,img-fluid w-100 h-auto mx-auto,,
div,member-info,"PSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023Read More",
div,member-info-content,"PSLV-C55/TeLEOS-2 MissionLaunched on: April 22, 2023",
div,social,Read More,
div,col-lg-3 col-md-6,"LVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023Read More",
div,member aos-init aos-animate,"LVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023Read More",
img,img-fluid w-100 h-auto mx-auto,,
div,member-info,"LVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023Read More",
div,member-info-content,"LVM3-M3 / OneWeb India-2 MissionLaunched on: March 26, 2023",
div,social,Read More,
div,col-lg-3 col-md-6,G20India G20 PresidencyRead More,
div,member aos-init aos-animate,G20India G20 PresidencyRead More,
img,img-fluid w-100 h-auto mx-auto,,
div,member-info,G20India G20 PresidencyRead More,
div,member-info-content,G20India G20 Presidency,
div,social,Read More,
div,col-lg-3 col-md-6,Azadi Ka Amrit MahotsavRead More,
div,member aos-init aos-animate,Azadi Ka Amrit MahotsavRead More,
img,img-fluid w-100 h-auto mx-auto,,
div,member-info,Azadi Ka Amrit MahotsavRead More,
div,member-info-content,Azadi Ka Amrit Mahotsav,
div,social,Read More,
section,specials pt-2,"Autonomous
                        bodiesPRLNARLNESACIISTISRO
                      Centres & UnitsIN-SPACeNSILIN-SPACeNSIL",
div,container-fluid aos-init aos-animate,"Autonomous
                        bodiesPRLNARLNESACIISTISRO
                      Centres & UnitsIN-SPACeNSILIN-SPACeNSIL",
div,slider-box w-100 px-1,"Autonomous
                        bodiesPRLNARLNESACIISTISRO
                      Centres & UnitsIN-SPACeNSILIN-SPACeNSIL",
div,row,"Autonomous
                        bodiesPRLNARLNESACIISTISRO
                      Centres & UnitsIN-SPACeNSILIN-SPACeNSIL",
div,row mb-3,"Autonomous
                        bodiesPRLNARLNESACIISTISRO
                      Centres & UnitsIN-SPACeNSILIN-SPACeNSIL",
div,col-md-3 themed-grid-col,"Autonomous
                        bodiesPRLNARLNESACIIST",
div,pb-2 w-100,"Autonomous
                        bodiesPRLNARLNESACIIST",
div,section-title,"Autonomous
                        bodiesPRLNARLNESACIIST",
a,text-white,"Autonomous
                        bodies",autonomous.html
div,autoBodyCss,PRL,
hr,hrStyle,,
img,img-fluid w-100 h-auto mx-auto,,
div,autoBodyCss,NARL,
hr,hrStyle,,
img,img-fluid w-100 h-auto mx-auto,,
div,autoBodyCss,NESAC,
hr,hrStyle,,
img,img-fluid w-100 h-auto mx-auto,,
div,autoBodyCss,IIST,
hr,hrStyle,,
img,img-fluid w-100 h-auto mx-auto,,
div,col-md-1 themed-grid-col,,
div,col-md-4 themed-grid-col,"ISRO
                      Centres & Units",
div,section-title,"ISRO
                      Centres & Units",
a,text-white,"ISRO
                      Centres & Units",isro_centre.html
div,slideshow1,,
div,content1,,
div,slider-content1,,
figure,shadow1,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1 shadow,,
figure,co-1shadow,,
figure,co-1 shadow,,
div,col-md-1 themed-grid-col,,
div,col-md-3 themed-grid-col,IN-SPACeNSILIN-SPACeNSIL,
div,section-title,IN-SPACeNSIL,
a,text-white,IN-SPACe,IN-SPACe.html
a,text-white,NSIL,NSIL.html
div,autoBodyCss,IN-SPACe,
hr,hrStyle,,
img,img-fluid w-100 h-auto mx-auto,,
div,autoBodyCss,NSIL,
hr,hrStyle,,
img,img-fluid w-100 h-auto mx-auto,,
section,menu section-bg,"Useful LinksRelated LinksGovernment PortalReportsPoliciesAllISRO CentresINSPACENSILAutonomous bodiesArchivesNational Voter's ServiceNational Government ServiceCSSTEAPPIB7th CPC Pension Revision Statuse-Saral Hindi VakyakoshProcurement Live RegisterTender NoticesE-procurment NewPress ReleasePublicationsAnnual ReportISM Data SheetsChandrayaan-2
                Product documentsMonthly Summary of DOSIndia's Space PolicyWebsite Policy",
div,container,"Useful LinksRelated LinksGovernment PortalReportsPoliciesAllISRO CentresINSPACENSILAutonomous bodiesArchivesNational Voter's ServiceNational Government ServiceCSSTEAPPIB7th CPC Pension Revision Statuse-Saral Hindi VakyakoshProcurement Live RegisterTender NoticesE-procurment NewPress ReleasePublicationsAnnual ReportISM Data SheetsChandrayaan-2
                Product documentsMonthly Summary of DOSIndia's Space PolicyWebsite Policy",
div,section-title,Useful Links,
div,row,Related LinksGovernment PortalReportsPoliciesAll,
div,col-lg-12 d-flex justify-content-center,Related LinksGovernment PortalReportsPoliciesAll,
li,filter-active,Reports,
div,row menu-container,"ISRO CentresINSPACENSILAutonomous bodiesArchivesNational Voter's ServiceNational Government ServiceCSSTEAPPIB7th CPC Pension Revision Statuse-Saral Hindi VakyakoshProcurement Live RegisterTender NoticesE-procurment NewPress ReleasePublicationsAnnual ReportISM Data SheetsChandrayaan-2
                Product documentsMonthly Summary of DOSIndia's Space PolicyWebsite Policy",
div,col-lg-3 menu-item filter-relatedLinks,ISRO Centres,
img,menu-img,,
div,menu-content,ISRO Centres,
div,col-lg-3 menu-item filter-relatedLinks,INSPACE,
img,menu-img,,
div,menu-content,INSPACE,
div,col-lg-3 menu-item filter-relatedLinks,NSIL,
img,menu-img,,
div,menu-content,NSIL,
div,col-lg-3 menu-item filter-relatedLinks,Autonomous bodies,
img,menu-img,,
div,menu-content,Autonomous bodies,
div,col-lg-3 menu-item filter-relatedLinks,Archives,
img,menu-img,,
div,menu-content,Archives,
div,col-lg-3 menu-item filter-otherportal,National Voter's Service,
img,menu-img,,
div,menu-content,National Voter's Service,
div,col-lg-3 menu-item filter-otherportal,National Government Service,
img,menu-img,,
div,menu-content,National Government Service,
div,col-lg-3 menu-item filter-otherportal,CSSTEAP,
img,menu-img,,
div,menu-content,CSSTEAP,
div,col-lg-3 menu-item filter-otherportal,PIB,
img,menu-img,,
div,menu-content,PIB,
div,col-lg-3 menu-item filter-otherportal,7th CPC Pension Revision Status,
img,menu-img,,
div,menu-content,7th CPC Pension Revision Status,
div,col-lg-3 menu-item filter-otherportal,e-Saral Hindi Vakyakosh,
img,menu-img,,
div,menu-content,e-Saral Hindi Vakyakosh,
div,col-lg-3 menu-item filter-tender,Procurement Live Register,
img,menu-img,,
div,menu-content,Procurement Live Register,
div,col-lg-3 menu-item filter-tender,Tender Notices,
img,menu-img,,
div,menu-content,Tender Notices,
div,col-lg-3 menu-item filter-tender,E-procurment New,
img,menu-img,,
div,menu-content,E-procurment New,
div,col-lg-3 menu-item filter-reports,Press Release,
img,menu-img,,
div,menu-content,Press Release,
div,col-lg-3 menu-item filter-reports,Publications,
img,menu-img,,
div,menu-content,Publications,
div,col-lg-3 menu-item filter-reports,Annual Report,
img,menu-img,,
div,menu-content,Annual Report,
div,col-lg-3 menu-item filter-reports,ISM Data Sheets,
img,menu-img,,
div,menu-content,ISM Data Sheets,
div,col-lg-3 menu-item filter-reports,"Chandrayaan-2
                Product documents",
img,menu-img,,
div,menu-content,"Chandrayaan-2
                Product documents",
div,col-lg-3 menu-item filter-otherportal,Monthly Summary of DOS,
img,menu-img,,
div,menu-content,Monthly Summary of DOS,
div,col-lg-3 menu-item filter-Policies,India's Space Policy,
img,menu-img,,
div,menu-content,India's Space Policy,
div,col-lg-3 menu-item filter-Policies,Website Policy,
img,menu-img,,
div,menu-content,Website Policy,
